signal,horizon_seconds,date,rows,weighted_roc_auc,unweighted_roc_auc,spearman_information_coefficient,weighted_direction_accuracy
microprice_offset_bps,300,2023-06-24,4814,0.5209500188645187,0.524583215108755,0.03484036859825508,0.5080734943708983
microprice_offset_bps,300,2023-06-25,5311,0.5062222971291819,0.5079032938559295,0.02266046841661914,0.5023170718056286
normalized_ofi,300,2023-06-21,6492,0.48961989693967206,0.48911825593230684,-0.015092955349585987,0.48821292227745355
normalized_ofi,300,2023-06-22,6212,0.5085494110000051,0.5130959698318825,0.022874505159760798,0.5056217794703317
normalized_ofi,300,2023-06-23,5847,0.49429853678140356,0.5029987374476219,0.00815357645753845,0.4899115473653636
normalized_ofi,300,2023-06-24,4814,0.5058577423807286,0.5046953612135724,-0.008266877293140164,0.5014399754065593
normalized_ofi,300,2023-06-25,5311,0.51441021484992,0.5147783853045755,0.024094357245608707,0.5101278385530548
ofi_10s_mean,300,2023-06-21,6492,0.48760145576922137,0.4872049229282847,-0.02371301174697268,0.4865519969322884
ofi_10s_mean,300,2023-06-22,6212,0.4980368207786064,0.5059859666755266,0.006148718383000629,0.5000386714384889
ofi_10s_mean,300,2023-06-23,5847,0.4904702812676144,0.4993455512700659,0.0044471614991465356,0.4964140429666996
ofi_10s_mean,300,2023-06-24,4814,0.5040241270829896,0.5059858545733881,-0.004424473966952392,0.49505030765866775
ofi_10s_mean,300,2023-06-25,5311,0.4939912086523696,0.5005253236394217,0.008635383449590276,0.4977689607656856
ofi_60s_mean,300,2023-06-21,6492,0.48240068202702246,0.47985919749412664,-0.0514492947621787,0.4825571480318992
ofi_60s_mean,300,2023-06-22,6212,0.4952407419627499,0.506255295202339,0.016038277216529437,0.4992669561715331
ofi_60s_mean,300,2023-06-23,5847,0.47752457777470064,0.49184408484614134,-0.00048559752413101424,0.4736430438231911
ofi_60s_mean,300,2023-06-24,4814,0.48490774072546944,0.4930570453774767,-0.028471084846314304,0.48336827547758937
ofi_60s_mean,300,2023-06-25,5311,0.48460304070478616,0.4949580010995146,-0.011614067748080152,0.4889180163753268
ofi_300s_mean,300,2023-06-21,6492,0.463934482265619,0.4648544551264627,-0.09921543729350533,0.47148335860941637
ofi_300s_mean,300,2023-06-22,6212,0.49913006199984833,0.5094298209183334,0.024219050405768088,0.49156243004770717
ofi_300s_mean,300,2023-06-23,5847,0.4773922193689836,0.4943697747675841,0.01114796568958608,0.4832894729704492
ofi_300s_mean,300,2023-06-24,4814,0.48107710996189534,0.49520498411753716,-0.018178717056691163,0.48003033776679277
ofi_300s_mean,300,2023-06-25,5311,0.4996784288719101,0.5112578787891702,0.00860815120923144,0.5087582261064924
trade_imbalance,300,2023-06-21,6492,0.5065386827759121,0.5077137641214066,0.007886522181557486,0.5068774157305271
trade_imbalance,300,2023-06-22,6212,0.5025672105804194,0.5075632101800784,0.0059030753809476534,0.5035907331755459
trade_imbalance,300,2023-06-23,5847,0.48260970837921263,0.49120824436872146,-0.006348794720590021,0.4880214910153764
trade_imbalance,300,2023-06-24,4814,0.4827017407712409,0.492260154049509,-0.015880450016057906,0.49078995239920264
trade_imbalance,300,2023-06-25,5311,0.4874014515679917,0.4919497490578126,-0.011392061613483136,0.49824848712123837
trade_imbalance_10s_mean,300,2023-06-21,6492,0.4891813581676517,0.4889947642388311,-0.03091549301386656,0.4948704323114299
trade_imbalance_10s_mean,300,2023-06-22,6212,0.5001340962564006,0.5113042187188518,0.02091582055425574,0.5042257667500196
trade_imbalance_10s_mean,300,2023-06-23,5847,0.4848138435676938,0.49379900465744664,-0.007581801392157461,0.48491233109901305
trade_imbalance_10s_mean,300,2023-06-24,4814,0.47288910699622366,0.47964224665914645,-0.04537507340826875,0.4796693034062179
trade_imbalance_10s_mean,300,2023-06-25,5311,0.48420769549508913,0.49388519306140943,-0.007432947776444011,0.4943625251128174
trade_imbalance_60s_mean,300,2023-06-21,6492,0.4924943884922102,0.48911701384950984,-0.0424004172439113,0.4866063467868368
trade_imbalance_60s_mean,300,2023-06-22,6212,0.5088384866687264,0.5230374526546614,0.0513076593999737,0.5105324472542894
trade_imbalance_60s_mean,300,2023-06-23,5847,0.4728390135958941,0.48715351784917627,-0.008007491447792888,0.4856547927261908
trade_imbalance_60s_mean,300,2023-06-24,4814,0.46600881704972863,0.477719742005135,-0.05204504136702916,0.4733211772635957
trade_imbalance_60s_mean,300,2023-06-25,5311,0.4823088321868546,0.49438395220094694,-0.006337281950864441,0.49043063485277294
trade_imbalance_300s_mean,300,2023-06-21,6492,0.4893967425420097,0.4848851422151362,-0.06353891108314969,0.4833565864898573
trade_imbalance_300s_mean,300,2023-06-22,6212,0.5232850805161671,0.538980787759984,0.09401356051315271,0.5164769766941708
trade_imbalance_300s_mean,300,2023-06-23,5847,0.4746217484803037,0.48439551735389247,-0.015798294056214583,0.48131321296306856
trade_imbalance_300s_mean,300,2023-06-24,4814,0.45850461256000774,0.4669774531311635,-0.05618195634300352,0.4618687882364612
trade_imbalance_300s_mean,300,2023-06-25,5311,0.5153986225060102,0.5175252540319086,0.035382031258859,0.5261256647277377
signed_pressure_to_opposing_depth_10s,300,2023-06-21,6492,0.4873239568616046,0.48847351941580835,-0.029536047712880747,0.4931367309584727
signed_pressure_to_opposing_depth_10s,300,2023-06-22,6212,0.49143608041456405,0.49888748837132035,-0.007049745753134967,0.4938887301466476
signed_pressure_to_opposing_depth_10s,300,2023-06-23,5847,0.4898927380993733,0.4977537849653746,-0.0036178893900405042,0.4908055158375109
signed_pressure_to_opposing_depth_10s,300,2023-06-24,4814,0.47343948337050623,0.4724046533194001,-0.06484780990419295,0.473431396399302
signed_pressure_to_opposing_depth_10s,300,2023-06-25,5311,0.4843693417530259,0.48838584438885313,-0.024453518144558744,0.4886760677903457
signed_pressure_to_opposing_depth_60s,300,2023-06-21,6492,0.46548668218947686,0.4641119762483195,-0.07933727550843556,0.47126466437393494
signed_pressure_to_opposing_depth_60s,300,2023-06-22,6212,0.4895964540525132,0.5024109783042062,0.011945210483817205,0.48655121318760197
signed_pressure_to_opposing_depth_60s,300,2023-06-23,5847,0.4655771042897778,0.4717512682869968,-0.04573765808158946,0.47389988673023214
signed_pressure_to_opposing_depth_60s,300,2023-06-24,4814,0.45688321249075287,0.4614496467103579,-0.09172119101187297,0.4655956347834717
signed_pressure_to_opposing_depth_60s,300,2023-06-25,5311,0.45601676348867903,0.4610067235175375,-0.07599407066007367,0.4645844905796092
signed_pressure_to_opposing_depth_300s,300,2023-06-21,6492,0.4568518164788928,0.4569860994692389,-0.09226854009682535,0.4728099153127277
signed_pressure_to_opposing_depth_300s,300,2023-06-22,6212,0.4716039700951676,0.48644293225463486,0.013912053518983301,0.4723990702407687
signed_pressure_to_opposing_depth_300s,300,2023-06-23,5847,0.4643368263037618,0.46633287284735286,-0.07190194595073167,0.47543094900670096
signed_pressure_to_opposing_depth_300s,300,2023-06-24,4814,0.44677467384408615,0.44484996435961494,-0.1108941880774041,0.45779735453136455
signed_pressure_to_opposing_depth_300s,300,2023-06-25,5311,0.4316850256898753,0.4307551562830724,-0.12379651561241914,0.445233146647492
l1_imbalance,900,2023-06-21,6452,0.5091569995494385,0.5071429989230819,0.0059881296500920575,0.5014059299964491
l1_imbalance,900,2023-06-22,6171,0.510941014743555,0.5143900061033391,0.026112268905919916,0.49976970754470706
l1_imbalance,900,2023-06-23,5806,0.4975083851502128,0.5014819434545023,0.011983550013259327,0.49355847276420833
l1_imbalance,900,2023-06-24,4780,0.48623158417611284,0.49049196368208714,-0.00545449056006261,0.48837525779282315
l1_imbalance,900,2023-06-25,5303,0.5131520383041757,0.5137755247425442,0.025332090104761316,0.5079002672532109
microprice_offset_bps,900,2023-06-21,6452,0.5088667557991986,0.5064942014946082,0.0035437253246146604,0.503120283455092
microprice_offset_bps,900,2023-06-22,6171,0.5105253474060335,0.5135811399875239,0.02376597421126386,0.5004470042904007
microprice_offset_bps,900,2023-06-23,5806,0.499002026686702,0.5031367308149204,0.013797905078489606,0.4942919599057426
microprice_offset_bps,900,2023-06-24,4780,0.4870718978677795,0.4909825073003712,-0.004954649215155081,0.48756525098971454
microprice_offset_bps,900,2023-06-25,5303,0.5124241946484448,0.5132721537383098,0.023683440362095094,0.5063356096154845
normalized_ofi,900,2023-06-21,6452,0.5065995996656091,0.5048059465183864,-0.0005449031484343308,0.5008768310614741
normalized_ofi,900,2023-06-22,6171,0.5127477821643827,0.5144569554590989,0.02623001265304188,0.5039213042281249
normalized_ofi,900,2023-06-23,5806,0.5000348491945342,0.5041172487526728,0.01573997153473419,0.5009781272480264
normalized_ofi,900,2023-06-24,4780,0.48755051218080364,0.48874463733303963,-0.02358723473707272,0.49218363251650804
normalized_ofi,900,2023-06-25,5303,0.5159240475195834,0.5167121168082888,0.02591287445626399,0.5117293399626464
ofi_10s_mean,900,2023-06-21,6452,0.497566990188025,0.496802765581744,-0.010897038313041715,0.497705263779949
ofi_10s_mean,900,2023-06-22,6171,0.506581389559542,0.5127169038070393,0.018897555776319047,0.5046141004838558
ofi_10s_mean,900,2023-06-23,5806,0.4997391614515352,0.5050159182703731,0.011215723038020101,0.5040526356701815
ofi_10s_mean,900,2023-06-24,4780,0.4809772717715752,0.48326854912378914,-0.023834320285994453,0.48502786513682783
ofi_10s_mean,900,2023-06-25,5303,0.512043930106889,0.5146435654567526,0.02329013312360447,0.5083382348628875
ofi_60s_mean,900,2023-06-21,6452,0.4928349404266917,0.49033069987222544,-0.021534643360326133,0.4954919140397056
ofi_60s_mean,900,2023-06-22,6171,0.5287445840564545,0.5359215926199072,0.04199258400320071,0.5172108484984493
ofi_60s_mean,900,2023-06-23,5806,0.5070381335552689,0.5140454977429318,0.024460795795531856,0.504992699958538
ofi_60s_mean,900,2023-06-24,4780,0.4649821911458013,0.47159951189027655,-0.04441981431015484,0.46804581215936236
ofi_60s_mean,900,2023-06-25,5303,0.5197567898219414,0.5294237662922373,0.048539012738077425,0.5131098106978608
ofi_300s_mean,900,2023-06-21,6452,0.5091523654325433,0.5075442647591685,0.0020378513522845815,0.5020536947854656
ofi_300s_mean,900,2023-06-22,6171,0.5729878000098937,0.5764207948067511,0.10297327672948103,0.5509119324007694
ofi_300s_mean,900,2023-06-23,5806,0.5072031526965639,0.515203730102162,0.033077895527148106,0.5078599735750732
ofi_300s_mean,900,2023-06-24,4780,0.4374078321715692,0.45190772702066234,-0.0829459946684309,0.4384340053574761
ofi_300s_mean,900,2023-06-25,5303,0.5438634421735725,0.5538276428046299,0.10631783322105709,0.5402521604758287
trade_imbalance,900,2023-06-21,6452,0.5019865807459846,0.5026172768489072,0.004693806540010444,0.49894141933118047
trade_imbalance,900,2023-06-22,6171,0.5084851662661968,0.5117532436226002,0.011997523843602007,0.507762934999708
trade_imbalance,900,2023-06-23,5806,0.48452623782900345,0.4897868258493704,-0.0109331910516565,0.4880866054253874
trade_imbalance,900,2023-06-24,4780,0.4641758403538808,0.4666566042334711,-0.050350365529104324,0.47353373849703084
trade_imbalance,900,2023-06-25,5303,0.4908557214584533,0.49287501353530866,-0.012350596740994467,0.4965999447923708
trade_imbalance_10s_mean,900,2023-06-21,6452,0.49574812125272,0.4968765190986581,-0.00351746647651574,0.5012723492173264
trade_imbalance_10s_mean,900,2023-06-22,6171,0.5186282943615006,0.5241987183198491,0.04134406005762856,0.5151207491437155
trade_imbalance_10s_mean,900,2023-06-23,5806,0.5002679127046377,0.5064236160608221,0.013607303267845443,0.4984549797457088
trade_imbalance_10s_mean,900,2023-06-24,4780,0.4527118070816225,0.45688705554935893,-0.08049611172620331,0.4608528254505768
trade_imbalance_10s_mean,900,2023-06-25,5303,0.49590071288541704,0.4987765505764617,0.0024249282282292344,0.507186045195644
trade_imbalance_60s_mean,900,2023-06-21,6452,0.5112154767228613,0.5112572386449747,0.016045240800673613,0.5027825608547323
trade_imbalance_60s_mean,900,2023-06-22,6171,0.5478609344373768,0.5557728134666734,0.08890207937007108,0.5330710922385116
trade_imbalance_60s_mean,900,2023-06-23,5806,0.4984783252412463,0.5077171537182229,0.01912121524323656,0.5047551634840781
trade_imbalance_60s_mean,900,2023-06-24,4780,0.43113507861832406,0.4404074865203376,-0.11085709238213308,0.4513953918950159
trade_imbalance_60s_mean,900,2023-06-25,5303,0.5034010332343359,0.5088926977722307,0.030209673104828763,0.5066749606655575
trade_imbalance_300s_mean,900,2023-06-21,6452,0.5463008625620533,0.5460791151446134,0.06595361647262411,0.5196987687438538
trade_imbalance_300s_mean,900,2023-06-22,6171,0.5918950236351999,0.5992115765962737,0.178598184426966,0.5815855299223289
trade_imbalance_300s_mean,900,2023-06-23,5806,0.5005868842911146,0.5039502257068187,0.021647141016613747,0.5095454065078765
trade_imbalance_300s_mean,900,2023-06-24,4780,0.3985752036253237,0.41086490640623874,-0.1585057159871192,0.4206936335693393
trade_imbalance_300s_mean,900,2023-06-25,5303,0.5173390641835117,0.5105983603754553,0.04757533221639178,0.53015291472056
signed_pressure_to_opposing_depth_10s,900,2023-06-21,6452,0.4954183921000235,0.4979578643628066,-0.0031388141059426845,0.49476223378350315
signed_pressure_to_opposing_depth_10s,900,2023-06-22,6171,0.5027745325707543,0.5089431075743511,0.012084822445007658,0.4965608466221914
signed_pressure_to_opposing_depth_10s,900,2023-06-23,5806,0.4979842596510145,0.5046259206462342,0.012656990929390152,0.5007078932236959
signed_pressure_to_opposing_depth_10s,900,2023-06-24,4780,0.45860165133205066,0.4614885175321848,-0.0753763578031797,0.4685107536394572
signed_pressure_to_opposing_depth_10s,900,2023-06-25,5303,0.482045299756269,0.4850853721782443,-0.023394603447870137,0.4826099216132906
signed_pressure_to_opposing_depth_60s,900,2023-06-21,6452,0.49497146337126513,0.497735241609905,-0.0033010461905389867,0.49739338419371787
signed_pressure_to_opposing_depth_60s,900,2023-06-22,6171,0.5191162151622565,0.5248827386244518,0.03296940180140263,0.5145074875076696
signed_pressure_to_opposing_depth_60s,900,2023-06-23,5806,0.5023447221674466,0.5140807792824899,0.03327433945337596,0.500248394207275
signed_pressure_to_opposing_depth_60s,900,2023-06-24,4780,0.444842937703689,0.453452112069124,-0.08748319590631697,0.4570074765842152
signed_pressure_to_opposing_depth_60s,900,2023-06-25,5303,0.468614405636571,0.47257917443165953,-0.04459877003818915,0.468676532577259
signed_pressure_to_opposing_depth_300s,900,2023-06-21,6452,0.5034998127279848,0.5050252124159668,-0.0016008267991612694,0.5129562231649208
signed_pressure_to_opposing_depth_300s,900,2023-06-22,6171,0.5238997969456465,0.5302395292154988,0.05935535487217688,0.5127568916105828
signed_pressure_to_opposing_depth_300s,900,2023-06-23,5806,0.5135791172005831,0.5241800902827275,0.06789357810215353,0.511751481809863
signed_pressure_to_opposing_depth_300s,900,2023-06-24,4780,0.4341570868518848,0.44544652426689424,-0.10147952856191052,0.4517796590061871
signed_pressure_to_opposing_depth_300s,900,2023-06-25,5303,0.4446711294942856,0.4404155767181293,-0.0956868363748719,0.45285217468509287
