date,week,n_trades,longshot_fraction,longshot_winrate,longshot_gap,longshot_gap_ma4w,longshot_gap_ma13w,longshot_gap_ma52w,longshot_gap_z52w
2026-05-18,2026-W21,467787,0.294112491368935,0.0336962684072044,-0.016303731592795606,-0.008564848249188229,-0.011550820828193241,-0.01744941213109569,0.09185254886897623
2026-05-25,2026-W22,470301,0.3310560683477177,0.031388089610523,-0.018611910389477,-0.011801765359817428,-0.013790618299497142,-0.017407618310208126,-0.09661169638125022
2026-06-01,2026-W23,244371,0.25077443722864,0.0656146992591625,0.015614699259162493,-0.006397626976091354,-0.011708696010696963,-0.01700685137713851,2.4752300473735454
2026-06-08,2026-W24,275045,0.2488829100692614,0.0583457504309463,0.008345750430946298,-0.002738798073040954,-0.00990908743277548,-0.016452603071844738,1.8195499906128998
2026-06-15,2026-W25,305623,0.2288800253907592,0.0555960600992123,0.005596060099212298,0.002736149849961022,-0.007899460538818794,-0.015922812272598324,1.5433824289229687
2026-06-22,2026-W26,350489,0.2841544242472659,0.0633478256503971,0.013347825650397091,0.010726083859929545,-0.005038337254018811,-0.015035948038364323,1.9832270823502538
2026-07-27,2026-W31,2138058,0.2307907456205584,0.074545439806746,0.02454543980674599,0.01295876899682542,-0.002415754758888188,-0.013920815053943273,2.549504245371375
2026-08-03,2026-W32,2650853,0.2499931154236014,0.0693033748557028,0.0193033748557028,0.015698175103014543,-0.0005352784005940877,-0.012839096479723157,2.0848206299523158
2026-08-10,2026-W33,2553994,0.260455976012473,0.0744148778643511,0.024414877864351092,0.020402879544299243,0.0031478477360657583,-0.011587309547434439,2.285613150531516
2026-08-17,2026-W34,3244458,0.2452659273135913,0.0763249995287494,0.026324999528749393,0.02364717301388732,0.006509363393002889,-0.010406409828062357,2.2604368276841678
